depto,area,factor,no_hogar,internet_residencial,telefono_celular,tiene_equipamiento,desc_equip
1,1,1070,4,1,1,NA,NA
1,1,1070,2,2,1,NA,NA
1,1,1070,1,1,1,1,Computadora de escritorio
1,1,1070,3,1,1,1,Computadora laptop
1,1,1070,5,1,1,1,Computadora de escritorio
1,1,2362,24,2,1,NA,NA
1,1,2362,26,1,1,NA,NA
1,1,2362,25,2,1,NA,NA
1,1,2362,23,2,1,NA,NA
1,1,2362,27,1,1,1,Computadora de escritorio y Computadora laptop
1,1,1120,50,2,2,1,Computadora de escritorio y Computadora laptop
1,1,1120,52,2,1,NA,NA
1,1,1120,53,2,1,1,Computadora laptop
1,1,1120,56,1,1,1,Computadora laptop
1,1,1120,55,2,2,NA,NA
1,1,1120,54,2,1,NA,NA
1,1,1120,51,1,1,1,Computadora laptop
1,1,2410,78,2,1,NA,NA
1,1,2410,79,1,1,NA,NA
1,1,2410,77,2,1,NA,NA
1,1,835,96,2,1,NA,NA
1,1,835,97,1,1,NA,NA
1,1,835,95,2,1,NA,NA
1,1,835,98,2,1,NA,NA
1,1,1578,123,1,1,1,Computadora laptop
1,1,1578,126,1,1,1,Computadora laptop
1,1,1578,124,2,1,1,Computadora de escritorio y Computadora laptop
1,1,1578,125,2,1,1,Computadora laptop
1,1,510,161,2,2,NA,NA
1,1,510,162,1,2,NA,NA
1,1,510,158,2,1,1,Computadora laptop
1,1,510,157,1,2,1,Computadora laptop
1,1,510,163,2,2,NA,NA
1,1,510,164,2,2,NA,NA
1,1,510,156,2,1,NA,NA
1,1,510,160,2,2,NA,NA
1,1,510,159,2,2,NA,NA
1,1,953,210,2,1,1,Computadora de escritorio
1,1,953,207,1,1,NA,NA
1,1,953,211,2,1,1,Computadora laptop
1,1,953,209,2,1,NA,NA
1,1,953,206,2,1,1,Computadora de escritorio
1,1,953,208,2,1,1,Computadora laptop
1,1,953,205,2,1,NA,NA
1,1,1056,239,1,1,NA,NA
1,1,1056,235,2,1,NA,NA
1,1,1056,238,1,1,1,Computadora laptop
1,1,1056,233,1,1,NA,NA
1,1,1056,234,2,1,NA,NA
1,1,1056,236,2,1,1,Computadora de escritorio
1,1,1056,237,1,1,NA,NA
1,1,1792,253,2,1,NA,NA
1,1,1792,254,1,1,1,Computadora de escritorio
1,1,1792,257,2,1,NA,NA
1,1,1792,256,2,1,NA,NA
1,1,1792,255,2,1,NA,NA
1,1,1792,258,2,1,NA,NA
1,1,1792,259,1,1,1,Computadora de escritorio y Computadora laptop
1,1,1792,252,1,1,1,Computadora de escritorio
1,1,658,260,1,1,NA,NA
1,1,658,264,1,1,1,Computadora laptop
1,1,658,262,2,1,1,Computadora laptop
1,1,658,263,2,1,NA,NA
1,1,658,261,2,2,NA,NA
1,2,1198,314,2,1,NA,NA
1,2,1198,315,2,1,NA,NA
1,2,1198,317,2,1,NA,NA
1,2,1198,316,2,2,NA,NA
1,2,1198,313,2,2,NA,NA
1,2,1198,318,2,1,NA,NA
1,1,900,321,2,2,NA,NA
1,1,900,325,2,2,NA,NA
1,1,900,322,2,2,NA,NA
1,1,900,324,2,1,NA,NA
1,1,900,323,2,1,NA,NA
1,1,900,319,2,2,NA,NA
1,1,900,327,2,2,NA,NA
1,1,900,320,1,1,NA,NA
1,1,900,326,2,2,NA,NA
1,1,725,363,2,2,1,Computadora laptop
1,1,725,364,2,2,NA,NA
1,1,725,366,2,2,NA,NA
1,1,725,369,2,2,NA,NA
1,1,725,367,2,2,NA,NA
1,1,725,365,2,1,NA,NA
1,1,725,370,2,2,NA,NA
1,1,725,368,2,2,1,Computadora de escritorio y Computadora laptop
1,1,658,394,2,1,1,Computadora laptop
1,1,658,395,2,1,1,Computadora de escritorio y Computadora laptop
1,1,658,393,2,1,1,Computadora laptop
1,1,658,391,2,2,NA,NA
1,1,658,392,2,1,1,Computadora laptop
1,1,658,396,1,1,NA,NA
1,1,1597,466,1,1,1,Computadora laptop
1,1,848,432,2,1,1,Computadora de escritorio y Computadora laptop
1,1,848,428,1,1,1,Computadora de escritorio y Computadora laptop
1,1,848,431,2,1,1,Computadora laptop
1,1,848,426,2,1,NA,NA
1,1,848,429,1,1,NA,NA
1,1,848,427,2,1,NA,NA
1,1,848,430,1,1,NA,NA
1,1,1204,454,2,2,NA,NA
1,1,1204,453,2,1,NA,NA
1,1,1204,458,2,1,NA,NA
1,1,1204,456,2,1,NA,NA
1,1,1204,457,2,2,NA,NA
1,1,1204,455,2,2,NA,NA
1,1,800,474,2,2,NA,NA
1,1,800,479,2,2,NA,NA
1,1,800,477,2,2,NA,NA
1,1,800,473,1,2,NA,NA
1,1,800,478,1,2,NA,NA
1,1,800,475,2,1,NA,NA
1,1,800,476,2,2,NA,NA
1,2,1459,487,1,2,NA,NA
1,2,1459,484,2,2,NA,NA
1,2,1459,485,2,1,1,Computadora laptop
1,2,1459,486,2,1,NA,NA
1,1,1456,491,1,2,1,Computadora laptop
1,1,1456,489,1,1,1,Computadora laptop
1,1,1456,492,1,2,1,Computadora de escritorio y Computadora laptop
1,1,1456,488,1,1,1,Computadora de escritorio y Computadora laptop
1,1,1456,493,1,2,1,Computadora laptop
1,1,1456,490,2,1,NA,NA
1,2,1304,550,2,2,NA,NA
1,2,1304,543,2,1,NA,NA
1,2,1304,546,2,1,NA,NA
1,2,1304,548,2,1,NA,NA
1,2,1304,549,2,1,NA,NA
1,2,1304,542,2,1,NA,NA
1,2,1304,545,2,1,NA,NA
1,2,1304,544,1,2,NA,NA
1,2,1304,547,2,1,1,Computadora laptop
1,1,654,567,2,1,1,Computadora laptop
1,1,654,569,2,1,1,Computadora de escritorio
1,1,654,571,2,1,NA,NA
1,1,654,566,2,1,NA,NA
1,1,654,570,1,1,1,Computadora laptop
1,1,654,572,2,1,1,Computadora laptop
1,1,654,568,2,1,1,Computadora de escritorio
1,2,443,578,2,2,NA,NA
1,2,443,580,2,1,NA,NA
1,2,443,579,2,2,NA,NA
1,2,443,584,2,2,NA,NA
1,2,443,586,2,2,NA,NA
1,2,443,582,2,1,NA,NA
1,2,443,583,2,2,NA,NA
1,2,443,585,2,1,NA,NA
1,2,443,581,2,1,NA,NA
1,1,1104,617,2,1,NA,NA
1,1,1104,615,1,2,NA,NA
1,1,1104,616,2,1,1,Computadora de escritorio y Computadora laptop
1,1,1104,621,2,1,NA,NA
1,1,1104,620,2,1,NA,NA
1,1,1104,619,2,1,1,Computadora de escritorio y Computadora laptop
1,1,1104,618,1,1,1,Computadora laptop
1,1,1104,614,2,1,1,Computadora de escritorio y Computadora laptop
1,1,1833,719,2,1,NA,NA
1,1,1833,715,1,1,NA,NA
1,1,1833,720,1,1,1,Computadora laptop
1,1,1833,717,1,1,NA,NA
1,1,1833,718,1,2,1,Computadora de escritorio
1,1,1833,716,1,1,1,Computadora laptop
1,1,729,745,1,1,1,Computadora laptop
1,1,729,751,2,1,NA,NA
1,1,729,750,2,1,NA,NA
1,1,729,748,1,1,1,Computadora laptop
1,1,729,747,2,2,NA,NA
1,1,729,746,1,1,1,Computadora de escritorio y Computadora laptop
1,1,729,749,2,2,1,Computadora de escritorio y Computadora laptop
1,1,626,700,2,1,NA,NA
1,1,1581,795,1,1,1,Computadora de escritorio
1,1,1581,800,1,1,1,Computadora laptop
1,1,1581,796,1,1,NA,NA
1,1,1581,798,2,1,NA,NA
1,1,1581,797,2,2,1,Computadora laptop
1,1,1581,799,2,2,NA,NA
1,2,1023,833,2,1,NA,NA
1,2,1023,829,2,1,NA,NA
1,2,1023,836,2,2,NA,NA
1,2,1023,835,2,1,NA,NA
1,2,1023,831,2,1,NA,NA
1,2,1023,837,2,1,NA,NA
1,2,1023,830,1,1,NA,NA
1,2,1023,834,2,1,NA,NA
1,2,1023,832,2,1,NA,NA
1,1,659,843,1,2,1,Computadora laptop
1,1,659,841,2,1,1,Computadora de escritorio
1,1,659,839,1,1,NA,NA
1,1,659,842,1,1,NA,NA
1,1,659,840,2,1,NA,NA
1,1,659,838,2,1,1,Computadora de escritorio
1,1,973,865,2,1,NA,NA
1,1,973,861,2,1,NA,NA
1,1,973,867,2,1,NA,NA
1,1,973,862,2,1,NA,NA
1,1,973,860,2,1,NA,NA
1,1,973,864,2,1,NA,NA
1,1,973,866,1,1,NA,NA
1,1,973,863,2,1,NA,NA
1,1,973,868,1,1,NA,NA
2,1,99,894,2,1,NA,NA
2,1,99,895,2,2,NA,NA
2,1,99,897,1,1,NA,NA
2,1,99,898,2,2,NA,NA
2,1,99,896,1,1,NA,NA
2,1,99,891,2,1,NA,NA
2,1,99,890,2,1,NA,NA
2,1,99,892,1,1,NA,NA
2,1,99,893,2,1,NA,NA
2,1,99,889,1,1,NA,NA
2,1,125,929,1,1,NA,NA
2,1,125,927,1,1,1,Computadora de escritorio
2,1,125,925,2,2,NA,NA
2,1,125,930,1,1,NA,NA
2,1,125,928,2,2,NA,NA
2,1,125,926,2,1,NA,NA
2,1,125,931,2,1,NA,NA
2,1,125,924,2,1,NA,NA
2,1,66,936,2,1,NA,NA
2,1,66,939,2,1,NA,NA
2,1,66,932,2,1,NA,NA
2,1,66,934,2,1,NA,NA
2,1,66,937,2,1,NA,NA
2,1,66,938,2,1,NA,NA
2,1,66,935,2,1,NA,NA
2,1,66,933,2,1,NA,NA
2,1,66,940,2,1,NA,NA
2,2,172,969,2,1,NA,NA
2,2,172,968,2,1,NA,NA
2,2,172,971,2,1,NA,NA
2,2,172,967,2,1,NA,NA
2,2,172,970,2,1,NA,NA
2,1,116,1016,1,1,NA,NA
2,1,116,1023,2,1,NA,NA
2,1,116,1021,2,1,NA,NA
2,1,116,1018,2,2,NA,NA
2,1,116,1017,2,1,NA,NA
2,1,116,1022,2,1,NA,NA
2,1,116,1020,1,1,1,Computadora de escritorio y Computadora laptop
2,1,116,1019,2,1,NA,NA
2,2,116,1029,2,1,NA,NA
2,2,116,1025,2,1,NA,NA
2,2,116,1024,2,1,NA,NA
2,2,116,1032,2,1,NA,NA
2,2,116,1031,2,2,NA,NA
2,2,116,1028,2,1,NA,NA
2,2,116,1030,2,1,NA,NA
2,2,116,1026,2,1,1,Computadora laptop
2,2,116,1027,2,1,NA,NA
2,1,72,1059,2,1,NA,NA
2,1,72,1060,2,1,NA,NA
2,1,72,1062,1,1,1,Computadora laptop
2,1,72,1061,1,1,NA,NA
2,1,72,1064,2,1,NA,NA
2,1,72,1065,2,1,NA,NA
2,1,72,1063,2,1,NA,NA
2,1,72,1058,2,1,NA,NA
2,2,119,1099,2,1,NA,NA
2,2,119,1097,2,1,NA,NA
2,2,119,1098,2,1,NA,NA
2,2,119,1101,2,1,NA,NA
2,2,119,1103,1,2,NA,NA
2,2,119,1096,2,1,1,Computadora de escritorio y Computadora laptop
2,2,119,1102,2,2,NA,NA
2,2,119,1100,2,1,NA,NA
2,1,112,1132,2,1,1,Computadora laptop
2,1,112,1134,2,2,NA,NA
2,1,112,1136,2,1,NA,NA
2,1,112,1137,2,2,NA,NA
2,1,112,1133,1,2,1,Computadora de escritorio
2,1,112,1140,2,1,NA,NA
2,1,112,1135,2,2,NA,NA
2,1,112,1139,2,2,NA,NA
2,1,112,1138,2,2,NA,NA
2,1,135,1186,1,1,NA,NA
2,1,135,1184,2,1,NA,NA
2,1,135,1185,2,1,NA,NA
2,1,135,1188,2,2,NA,NA
2,1,135,1187,1,2,1,Computadora de escritorio
2,1,77,1210,1,1,1,Computadora laptop
2,1,77,1214,2,1,1,Computadora laptop
2,1,77,1213,2,1,NA,NA
2,1,77,1208,2,1,1,Computadora laptop
2,1,77,1207,2,1,NA,NA
2,1,77,1209,2,1,NA,NA
2,1,77,1211,2,1,NA,NA
2,1,77,1215,2,2,NA,NA
2,1,77,1212,1,1,NA,NA
2,1,77,1216,2,1,NA,NA
2,2,39,1240,2,1,NA,NA
2,2,39,1245,2,1,NA,NA
2,2,39,1241,2,1,NA,NA
2,2,39,1244,2,1,NA,NA
2,2,39,1239,2,1,NA,NA
2,2,39,1243,2,1,NA,NA
2,2,39,1237,2,1,NA,NA
2,2,39,1242,2,2,NA,NA
2,2,39,1238,2,1,NA,NA
2,1,115,1282,2,1,1,Computadora laptop
2,1,115,1284,2,2,NA,NA
2,1,115,1283,2,1,NA,NA
2,1,115,1285,2,1,NA,NA
2,1,115,1281,2,1,NA,NA
2,1,115,1286,2,1,1,Computadora de escritorio
2,1,190,1306,1,1,NA,NA
2,1,190,1311,2,2,NA,NA
2,1,190,1310,2,1,NA,NA
2,1,190,1308,2,2,NA,NA
2,1,190,1307,2,1,1,Computadora laptop
2,1,190,1309,1,1,NA,NA
2,1,167,1340,2,1,1,Computadora laptop
2,1,167,1341,2,1,1,Computadora laptop
2,1,167,1338,2,1,NA,NA
2,1,167,1336,2,1,1,Computadora laptop
2,1,167,1337,2,2,NA,NA
2,1,167,1335,2,1,1,Computadora laptop
2,1,167,1339,2,1,NA,NA
2,2,127,1396,2,1,NA,NA
2,2,127,1390,2,1,NA,NA
2,2,127,1391,2,1,NA,NA
2,2,127,1392,2,2,NA,NA
2,2,127,1393,2,1,NA,NA
2,2,127,1394,2,1,NA,NA
2,2,127,1395,2,1,NA,NA
3,1,102,1421,2,1,NA,NA
3,1,102,1419,2,1,NA,NA
3,1,102,1420,1,1,1,Computadora de escritorio y Computadora laptop
3,1,352,1443,2,2,NA,NA
3,1,352,1442,2,1,NA,NA
3,1,352,1441,2,1,NA,NA
3,1,352,1444,1,1,1,Computadora laptop
3,1,118,1464,1,1,1,Computadora de escritorio y Computadora laptop
3,1,118,1466,1,1,1,Computadora laptop
3,1,118,1467,1,1,NA,NA
3,1,118,1465,1,2,NA,NA
3,1,118,1468,2,1,NA,NA
3,1,192,1484,2,2,NA,NA
3,1,192,1479,2,1,NA,NA
3,1,192,1478,2,1,NA,NA
3,1,192,1482,2,1,NA,NA
3,1,192,1483,2,1,NA,NA
3,1,192,1480,2,1,1,Computadora laptop
3,1,192,1477,2,1,NA,NA
3,1,192,1481,2,1,1,Computadora laptop
3,1,121,1521,1,1,NA,NA
3,1,121,1523,2,1,NA,NA
3,1,121,1518,2,1,NA,NA
3,1,121,1519,2,2,NA,NA
3,1,121,1517,2,2,NA,NA
3,1,121,1520,1,2,1,Computadora de escritorio
3,1,121,1524,2,2,NA,NA
3,1,121,1522,1,2,NA,NA
3,1,171,1545,2,1,NA,NA
3,1,171,1543,2,2,NA,NA
3,1,171,1546,2,1,NA,NA
3,1,171,1550,1,1,NA,NA
3,1,171,1549,1,1,1,Computadora de escritorio
3,1,171,1548,2,1,NA,NA
3,1,171,1544,1,1,NA,NA
3,1,171,1551,2,2,1,Computadora laptop
3,1,171,1547,1,2,NA,NA
3,2,103,1557,1,2,1,Computadora de escritorio
3,2,103,1553,2,1,1,Computadora laptop
3,2,103,1556,2,1,NA,NA
3,2,103,1555,2,1,NA,NA
3,2,103,1558,2,1,NA,NA
3,2,103,1560,2,1,1,Computadora laptop
3,2,103,1554,2,1,1,Computadora laptop
3,2,103,1559,2,1,NA,NA
3,2,103,1552,2,1,NA,NA
3,1,284,1616,2,1,NA,NA
3,1,284,1617,2,1,1,Computadora de escritorio
3,1,284,1615,2,2,NA,NA
3,1,284,1618,2,2,NA,NA
3,1,284,1619,2,1,NA,NA
3,2,168,1634,2,1,NA,NA
3,2,168,1635,2,1,NA,NA
3,2,168,1636,2,1,NA,NA
3,2,168,1630,2,1,NA,NA
3,2,168,1631,2,1,NA,NA
3,2,168,1637,2,1,NA,NA
3,2,168,1632,2,2,NA,NA
3,2,168,1633,2,1,NA,NA
3,1,128,1691,1,1,NA,NA
3,1,128,1686,1,1,NA,NA
3,1,128,1687,2,1,NA,NA
3,1,128,1688,2,1,NA,NA
3,1,128,1692,2,1,NA,NA
3,1,128,1690,2,1,NA,NA
3,1,128,1693,2,2,NA,NA
3,1,128,1689,1,1,NA,NA
3,1,124,1717,2,1,NA,NA
3,1,124,1714,1,1,1,Computadora laptop
3,1,124,1715,2,2,1,Computadora laptop
3,1,124,1716,2,1,NA,NA
3,2,146,1728,2,2,NA,NA
3,2,146,1730,2,1,NA,NA
3,2,146,1729,1,2,1,Computadora de escritorio
3,2,146,1727,2,1,NA,NA
3,2,146,1726,2,1,1,Computadora laptop
3,2,146,1725,2,2,NA,NA
3,1,123,1756,2,1,1,Computadora de escritorio y Computadora laptop
3,1,123,1761,2,1,1,Computadora laptop
3,1,123,1758,2,1,1,Computadora laptop
3,1,123,1757,2,1,NA,NA
3,1,123,1759,2,2,1,Computadora laptop
3,1,123,1760,2,1,1,Computadora laptop
3,1,90,1784,2,1,NA,NA
3,1,90,1783,2,1,NA,NA
3,1,90,1785,2,1,NA,NA
3,1,90,1780,2,1,NA,NA
3,1,90,1786,1,1,NA,NA
3,1,90,1781,2,2,NA,NA
3,1,90,1782,2,1,NA,NA
3,1,171,1807,2,1,NA,NA
3,1,171,1813,1,1,NA,NA
3,1,171,1809,2,1,NA,NA
3,1,171,1810,1,1,NA,NA
3,1,171,1811,2,1,NA,NA
3,1,171,1812,2,1,NA,NA
3,1,171,1808,2,1,NA,NA
3,1,246,1831,2,2,NA,NA
3,1,246,1830,2,1,NA,NA
3,1,246,1828,2,1,1,Computadora laptop
3,1,246,1832,1,2,NA,NA
3,1,246,1833,1,1,1,Computadora laptop
3,1,246,1829,1,2,1,Computadora de escritorio
3,1,246,1834,2,1,NA,NA
3,1,97,1869,2,1,NA,NA
3,1,97,1868,2,1,NA,NA
3,1,156,1902,2,1,1,Computadora laptop
3,1,156,1901,1,1,NA,NA
3,1,156,1904,2,1,1,Computadora de escritorio
3,1,156,1903,2,2,NA,NA
3,1,156,1900,2,2,1,Computadora laptop
3,1,71,1928,2,2,NA,NA
3,1,71,1931,2,1,NA,NA
3,1,71,1929,2,1,NA,NA
3,1,71,1932,2,1,NA,NA
3,1,71,1933,2,2,NA,NA
3,1,71,1936,2,2,NA,NA
3,1,71,1934,1,1,NA,NA
3,1,71,1930,2,2,NA,NA
3,1,71,1935,2,2,NA,NA
3,1,105,1963,2,1,NA,NA
3,1,105,1961,2,1,NA,NA
3,1,105,1962,2,1,NA,NA
3,1,105,1964,2,1,NA,NA
3,1,105,1958,2,1,NA,NA
3,1,105,1960,2,1,NA,NA
3,1,105,1959,2,1,NA,NA
3,1,247,1995,2,2,NA,NA
3,1,247,1997,2,2,NA,NA
3,1,247,1993,1,1,1,Computadora laptop
3,1,247,1996,2,2,NA,NA
3,1,247,1992,2,2,NA,NA
3,1,247,1998,2,2,NA,NA
3,1,247,1994,2,1,NA,NA
3,1,53,2027,1,1,1,Computadora de escritorio y Computadora laptop
3,1,53,2029,2,1,NA,NA
3,1,53,2026,2,1,NA,NA
3,1,53,2028,2,2,NA,NA
3,1,53,2031,2,1,NA,NA
3,1,53,2025,2,1,NA,NA
3,1,53,2030,2,2,NA,NA
3,1,53,2032,2,1,NA,NA
4,1,106,2075,2,1,NA,NA
4,1,106,2082,2,1,NA,NA
4,1,106,2080,2,1,1,Computadora laptop
4,1,106,2079,1,1,1,Computadora de escritorio y Computadora laptop
4,1,106,2076,2,1,NA,NA
4,1,106,2077,2,1,NA,NA
4,1,106,2078,2,2,1,Computadora de escritorio
4,1,106,2081,2,1,NA,NA
4,1,307,2106,2,2,NA,NA
4,1,307,2108,1,1,NA,NA
4,1,307,2104,2,2,NA,NA
4,1,307,2105,2,1,NA,NA
4,1,307,2111,2,2,NA,NA
4,1,307,2109,2,2,NA,NA
4,1,307,2110,1,1,1,Computadora de escritorio
4,1,307,2107,2,1,NA,NA
4,1,307,2137,1,2,NA,NA
4,1,307,2134,2,2,NA,NA
4,1,307,2138,2,2,NA,NA
4,1,307,2136,2,1,NA,NA
4,1,307,2139,2,1,1,Computadora laptop
4,1,307,2135,2,2,1,Computadora de escritorio
4,1,258,2160,2,1,1,Computadora de escritorio y Computadora laptop
4,1,258,2161,2,1,NA,NA
4,1,258,2163,2,2,NA,NA
4,1,258,2157,2,1,NA,NA
4,1,258,2156,2,2,1,Computadora de escritorio
4,1,258,2162,2,1,NA,NA
4,1,258,2165,2,2,NA,NA
4,1,258,2158,2,1,NA,NA
4,1,258,2164,2,2,1,Computadora laptop
4,1,258,2159,2,2,NA,NA
4,1,247,2200,2,2,1,Computadora laptop
4,1,247,2198,2,2,NA,NA
4,1,247,2195,1,2,1,Computadora de escritorio y Computadora laptop
4,1,247,2201,2,1,1,Computadora de escritorio y Computadora laptop
4,1,247,2202,2,2,NA,NA
4,1,247,2199,2,1,NA,NA
4,1,247,2196,2,1,NA,NA
4,1,247,2197,2,2,1,Computadora de escritorio y Computadora laptop
4,2,254,2211,2,1,NA,NA
4,2,254,2203,2,2,NA,NA
4,2,254,2206,2,2,NA,NA
4,2,254,2208,2,1,NA,NA
4,2,254,2204,2,1,1,Computadora laptop
4,2,254,2205,2,1,NA,NA
4,2,254,2210,2,2,NA,NA
4,2,254,2209,2,1,1,Computadora laptop
4,2,254,2207,2,1,NA,NA
4,2,290,2237,2,2,NA,NA
4,2,290,2243,2,1,NA,NA
4,2,290,2242,2,2,NA,NA
4,2,290,2241,1,1,NA,NA
4,2,290,2238,2,2,NA,NA
4,2,290,2239,1,2,NA,NA
4,2,290,2235,2,1,NA,NA
4,2,290,2236,2,1,NA,NA
4,2,290,2240,2,1,NA,NA
4,2,377,2283,2,1,NA,NA
4,2,377,2282,2,1,NA,NA
4,2,377,2284,2,1,NA,NA
4,2,377,2285,2,1,1,Computadora laptop
4,2,377,2286,2,1,NA,NA
4,2,377,2281,2,1,NA,NA
4,2,377,2287,2,1,NA,NA
4,2,276,2314,2,1,NA,NA
4,2,276,2311,2,1,NA,NA
4,2,276,2313,2,1,NA,NA
4,2,276,2312,2,1,NA,NA
4,2,276,2309,2,1,NA,NA
4,2,276,2310,2,1,NA,NA
4,2,276,2315,2,1,NA,NA
4,1,353,2325,1,2,NA,NA
4,1,353,2326,2,1,NA,NA
4,1,353,2323,2,2,NA,NA
4,1,353,2327,2,2,NA,NA
4,1,353,2328,2,2,NA,NA
4,1,353,2324,2,2,NA,NA
4,1,353,2322,2,1,NA,NA
4,1,353,2321,1,2,NA,NA
4,2,439,2363,2,1,NA,NA
4,2,439,2368,2,2,NA,NA
4,2,439,2366,2,1,NA,NA
4,2,439,2361,2,1,NA,NA
4,2,439,2369,2,1,NA,NA
4,2,439,2364,2,1,NA,NA
4,2,439,2367,2,1,NA,NA
4,2,439,2362,2,1,NA,NA
4,2,439,2365,2,1,NA,NA
4,2,258,2410,2,1,NA,NA
4,2,258,2409,1,1,NA,NA
4,2,258,2411,1,1,NA,NA
4,2,258,2413,2,1,NA,NA
4,2,258,2416,2,1,NA,NA
4,2,258,2412,2,1,NA,NA
4,2,258,2415,2,1,NA,NA
4,2,258,2414,2,1,NA,NA
4,2,258,2417,2,2,NA,NA
4,1,253,2443,1,1,1,Computadora de escritorio
4,1,253,2444,1,1,1,Computadora de escritorio
4,2,724,2457,2,1,NA,NA
4,2,724,2455,2,1,NA,NA
4,2,724,2452,2,1,NA,NA
4,2,724,2453,2,2,NA,NA
4,2,724,2454,2,2,NA,NA
4,2,724,2456,2,1,1,Computadora de escritorio
4,1,578,2498,2,1,NA,NA
4,1,578,2497,2,1,NA,NA
4,1,578,2493,2,1,NA,NA
4,1,578,2495,2,1,NA,NA
4,1,578,2496,2,1,NA,NA
4,1,578,2494,2,1,NA,NA
4,1,1537,2501,2,1,NA,NA
4,1,1537,2502,2,1,NA,NA
4,1,1537,2499,2,1,NA,NA
4,1,1537,2500,2,1,NA,NA
4,1,181,2541,1,1,NA,NA
4,1,181,2548,2,1,NA,NA
4,1,181,2542,2,1,NA,NA
4,1,181,2547,2,1,NA,NA
4,1,181,2544,2,1,NA,NA
4,1,181,2546,2,2,NA,NA
4,1,181,2545,1,1,NA,NA
4,1,181,2543,2,1,NA,NA
5,1,259,2592,2,1,NA,NA
5,1,259,2593,1,1,1,Computadora de escritorio
5,1,259,2597,2,1,1,Computadora de escritorio
5,1,259,2596,1,1,NA,NA
5,1,259,2595,1,1,1,Computadora laptop
5,1,259,2598,1,2,NA,NA
5,1,259,2590,2,1,NA,NA
5,1,259,2589,1,1,NA,NA
5,1,259,2591,2,2,NA,NA
5,1,259,2594,2,1,NA,NA
5,1,395,2627,2,2,NA,NA
5,1,395,2628,1,1,1,Computadora laptop
5,1,395,2626,1,1,NA,NA
5,1,395,2625,1,1,NA,NA
5,1,395,2629,2,1,NA,NA
5,1,395,2621,1,2,1,Computadora laptop
5,1,395,2622,1,1,NA,NA
5,1,395,2623,1,1,1,Computadora de escritorio y Computadora laptop
5,1,395,2624,2,2,NA,NA
5,1,395,2620,2,1,NA,NA
5,1,260,2658,1,2,1,Computadora de escritorio
5,1,260,2656,1,1,1,Computadora laptop
5,1,260,2654,1,1,1,Computadora de escritorio
5,1,260,2655,1,1,1,Computadora de escritorio y Computadora laptop
5,1,260,2659,1,1,NA,NA
5,1,260,2657,1,1,1,Computadora laptop
5,1,260,2660,1,2,NA,NA
5,1,283,2685,2,1,NA,NA
5,1,283,2693,1,1,NA,NA
5,1,283,2686,1,2,NA,NA
5,1,283,2689,2,1,NA,NA
5,1,283,2692,2,1,1,Computadora laptop
5,1,283,2687,1,1,NA,NA
5,1,283,2690,1,1,NA,NA
5,1,283,2691,2,1,NA,NA
5,1,283,2688,1,1,1,Computadora laptop
5,1,221,2720,1,2,NA,NA
5,1,221,2719,1,1,NA,NA
5,1,221,2717,2,2,NA,NA
5,1,221,2718,2,1,NA,NA
5,1,221,2721,2,1,1,Computadora laptop
5,1,221,2722,1,2,NA,NA
5,1,221,2716,2,2,1,Computadora laptop
5,1,221,2723,2,1,1,Computadora de escritorio
5,1,109,2728,2,1,1,Computadora de escritorio y Computadora laptop
5,1,109,2730,2,1,NA,NA
5,1,109,2724,2,2,NA,NA
5,1,109,2725,2,1,1,Computadora de escritorio
5,1,109,2729,2,1,NA,NA
5,1,109,2726,2,1,1,Computadora laptop
5,1,109,2727,2,1,NA,NA
5,1,342,2764,2,2,NA,NA
5,1,342,2758,2,2,NA,NA
5,1,342,2760,2,1,NA,NA
5,1,342,2761,2,2,NA,NA
5,1,342,2762,2,1,NA,NA
5,1,342,2763,2,1,NA,NA
5,1,342,2765,2,1,NA,NA
5,1,342,2759,2,1,NA,NA
5,1,236,2802,2,1,NA,NA
5,1,236,2809,2,1,NA,NA
5,1,236,2805,2,1,NA,NA
5,1,236,2808,2,1,NA,NA
5,1,236,2804,2,1,NA,NA
5,1,236,2807,2,1,NA,NA
5,1,236,2801,2,1,NA,NA
5,1,236,2800,2,1,NA,NA
5,1,236,2806,2,1,NA,NA
5,1,236,2803,1,1,NA,NA
5,2,231,2843,2,2,NA,NA
5,2,231,2837,1,1,NA,NA
5,2,231,2838,2,1,NA,NA
5,2,231,2840,2,2,NA,NA
5,2,231,2841,2,2,NA,NA
5,2,231,2839,2,1,NA,NA
5,2,231,2842,2,2,NA,NA
5,1,217,2872,2,1,NA,NA
5,1,217,2869,1,1,1,Computadora de escritorio
5,1,217,2873,2,1,NA,NA
5,1,217,2871,2,1,NA,NA
5,1,217,2876,2,2,NA,NA
5,1,217,2870,2,2,NA,NA
5,1,217,2874,2,1,NA,NA
5,1,217,2875,2,2,NA,NA
5,1,217,2877,2,2,NA,NA
5,1,217,2878,2,2,NA,NA
5,2,272,2894,2,2,NA,NA
5,2,272,2895,2,1,NA,NA
5,2,272,2892,2,1,NA,NA
5,2,272,2893,2,1,NA,NA
5,2,272,2889,2,1,NA,NA
5,2,272,2890,2,2,NA,NA
5,2,272,2891,2,1,NA,NA
5,2,272,2896,2,2,NA,NA
5,2,377,2942,2,2,NA,NA
5,2,377,2946,2,1,NA,NA
5,2,377,2940,2,1,NA,NA
5,2,377,2945,2,1,NA,NA
5,2,377,2941,2,2,NA,NA
