depto,area,factor,no_hogar,internet_residencial,telefono_celular,tiene_equipamiento,desc_equip
1,1,924,75,2,1,NA,NA
1,1,924,74,2,1,NA,NA
1,1,1160,91,2,1,1,Computadora laptop
1,1,1160,92,2,1,NA,NA
1,1,1160,89,2,1,1,Computadora de escritorio y Computadora laptop
1,1,1160,90,2,1,1,Computadora de escritorio
1,1,1160,94,2,1,NA,NA
1,1,1160,93,2,1,NA,NA
1,1,1645,116,2,1,NA,NA
1,1,1645,120,1,1,NA,NA
1,1,1645,119,2,2,NA,NA
1,1,1645,115,1,2,1,Computadora laptop
1,1,1645,118,1,1,1,Computadora de escritorio y Computadora laptop
1,1,1645,122,2,1,1,Computadora laptop
1,1,1645,121,1,1,1,Computadora de escritorio
1,1,1645,117,1,1,1,Computadora de escritorio y Computadora laptop
1,1,892,138,2,1,1,Computadora de escritorio
1,1,892,136,1,1,1,Computadora laptop
1,1,892,137,1,1,1,Computadora de escritorio
1,1,892,139,2,1,1,Computadora de escritorio y Computadora laptop
1,1,1439,149,2,1,NA,NA
1,1,1439,155,1,2,1,Computadora de escritorio
1,1,1439,148,2,2,1,Computadora de escritorio
1,1,1439,154,2,2,NA,NA
1,1,1439,150,2,2,1,Computadora laptop
1,1,1439,153,2,2,NA,NA
1,1,1439,152,2,1,NA,NA
1,1,1439,151,2,1,NA,NA
1,1,547,169,2,1,NA,NA
1,1,547,168,2,1,NA,NA
1,1,1428,178,2,2,1,Computadora laptop
1,1,1428,180,2,1,NA,NA
1,1,1428,182,1,1,1,Computadora de escritorio y Computadora laptop
1,1,1428,181,2,1,1,Computadora de escritorio y Computadora laptop
1,1,1428,179,1,1,1,Computadora laptop
1,1,1603,200,1,2,NA,NA
1,1,1603,204,2,2,NA,NA
1,1,1603,201,1,1,NA,NA
1,1,1603,203,2,1,1,Computadora de escritorio y Computadora laptop
1,1,1603,202,2,1,1,Computadora laptop
1,1,713,232,2,2,NA,NA
1,1,713,231,1,1,1,Computadora laptop
1,1,713,227,2,1,NA,NA
1,1,713,229,1,1,1,Computadora laptop
1,1,713,228,2,1,NA,NA
1,1,713,230,1,2,NA,NA
1,1,1894,249,2,1,1,Computadora laptop
1,1,1894,250,2,1,NA,NA
1,1,1894,251,2,1,NA,NA
1,1,738,304,2,1,NA,NA
1,1,738,299,2,1,NA,NA
1,1,738,303,2,1,NA,NA
1,1,738,300,1,1,NA,NA
1,1,738,298,1,1,1,Computadora de escritorio
1,1,738,305,2,1,NA,NA
1,1,738,302,2,1,NA,NA
1,1,738,301,1,1,1,Computadora laptop
1,1,637,308,2,1,NA,NA
1,1,637,309,1,1,NA,NA
1,1,637,306,2,1,NA,NA
1,1,637,311,2,1,1,Computadora de escritorio y Computadora laptop
1,1,637,307,2,1,NA,NA
1,1,637,310,2,1,1,Computadora laptop
1,1,637,312,2,1,1,Computadora laptop
1,1,691,346,2,1,NA,NA
1,1,691,348,2,1,NA,NA
1,1,691,350,2,1,1,Computadora de escritorio y Computadora laptop
1,1,691,347,1,1,1,Computadora laptop
1,1,691,345,1,1,NA,NA
1,1,691,344,1,2,1,Computadora laptop
1,1,691,349,2,2,1,Computadora de escritorio y Computadora laptop
1,2,993,379,2,2,NA,NA
1,2,993,381,2,1,NA,NA
1,2,993,383,2,2,NA,NA
1,2,993,380,2,1,NA,NA
1,2,993,385,2,1,NA,NA
1,2,993,382,2,2,NA,NA
1,2,993,384,1,2,1,Computadora de escritorio
1,1,540,408,1,2,NA,NA
1,1,540,410,1,2,NA,NA
1,1,540,409,2,2,1,Computadora laptop
1,1,540,407,1,1,1,Computadora laptop
1,1,540,406,1,1,1,Computadora laptop
1,1,540,405,1,1,NA,NA
1,1,939,448,1,1,NA,NA
1,1,939,451,1,1,NA,NA
1,1,939,447,1,1,NA,NA
1,1,939,449,1,1,NA,NA
1,1,939,452,1,2,1,Computadora de escritorio y Computadora laptop
1,1,939,450,1,1,1,Computadora de escritorio y Computadora laptop
1,1,848,434,1,1,1,Computadora laptop
1,1,848,433,1,1,NA,NA
1,1,1311,523,2,1,NA,NA
1,1,1311,522,2,1,NA,NA
1,1,1311,518,1,1,NA,NA
1,1,1311,519,2,1,NA,NA
1,1,1311,517,1,1,NA,NA
1,1,1311,520,2,2,NA,NA
1,1,1311,521,2,2,NA,NA
1,2,749,535,2,2,NA,NA
1,2,749,538,2,1,NA,NA
1,2,749,534,2,2,NA,NA
1,2,749,541,2,2,NA,NA
1,2,749,540,2,2,1,Computadora de escritorio
1,2,749,536,2,1,NA,NA
1,2,749,537,2,1,NA,NA
1,2,749,539,2,1,NA,NA
1,1,884,577,2,1,NA,NA
1,1,884,575,1,1,1,Computadora laptop
1,1,884,573,2,1,NA,NA
1,1,884,574,2,1,NA,NA
1,1,884,576,2,2,NA,NA
1,1,350,611,1,1,1,Computadora laptop
1,1,350,604,2,1,NA,NA
1,1,350,607,2,1,NA,NA
1,1,350,608,2,1,NA,NA
1,1,350,612,2,1,1,Computadora de escritorio
1,1,350,605,1,2,NA,NA
1,1,350,606,2,1,NA,NA
1,1,350,610,2,1,NA,NA
1,1,350,609,2,1,NA,NA
1,1,350,613,2,1,NA,NA
1,1,1771,657,1,1,1,Computadora laptop
1,1,1771,659,2,2,NA,NA
1,1,1771,660,2,2,NA,NA
1,1,1771,661,1,1,NA,NA
1,1,1771,662,2,1,NA,NA
1,1,1771,658,2,1,NA,NA
1,1,2093,663,2,1,NA,NA
1,1,2093,665,2,2,NA,NA
1,1,2093,666,2,2,NA,NA
1,1,2093,664,1,1,1,Computadora laptop
1,1,2093,668,1,1,1,Computadora de escritorio y Computadora laptop
1,1,2093,667,1,2,1,Computadora laptop
1,1,940,688,1,1,1,Computadora laptop
1,1,940,693,1,1,1,Computadora de escritorio
1,1,940,690,1,1,1,Computadora laptop
1,1,940,686,2,2,NA,NA
1,1,940,692,2,2,NA,NA
1,1,940,689,1,1,1,Computadora de escritorio
1,1,940,691,1,1,NA,NA
1,1,940,687,2,2,NA,NA
1,1,1486,714,2,1,1,Computadora laptop
1,1,1486,713,1,1,NA,NA
1,1,1486,708,1,1,1,Computadora laptop
1,1,1486,711,2,1,NA,NA
1,1,1486,712,2,1,NA,NA
1,1,1486,710,1,1,NA,NA
1,1,1486,709,2,1,NA,NA
1,1,811,741,2,2,NA,NA
1,1,811,742,2,2,NA,NA
1,1,811,744,2,1,NA,NA
1,1,811,739,1,1,1,Computadora laptop
1,1,811,738,2,1,NA,NA
1,1,811,743,2,1,NA,NA
1,1,811,740,2,2,NA,NA
1,1,1093,772,2,1,1,Computadora de escritorio
1,1,1093,775,2,1,NA,NA
1,1,1093,769,1,1,1,Computadora laptop
1,1,1093,771,1,2,NA,NA
1,1,1093,774,1,1,NA,NA
1,1,1093,776,2,1,NA,NA
1,1,1093,770,1,1,NA,NA
1,1,1093,773,2,2,NA,NA
1,1,737,819,1,1,1,Computadora de escritorio y Computadora laptop
1,1,737,818,2,2,1,Computadora laptop
1,1,737,822,1,1,1,Computadora laptop
1,1,737,814,2,2,1,Computadora laptop
1,1,737,820,1,1,1,Computadora laptop
1,1,737,817,2,1,NA,NA
1,1,737,821,1,1,1,Computadora de escritorio
1,1,737,815,2,1,1,Computadora de escritorio y Computadora laptop
1,1,737,816,2,1,NA,NA
1,1,760,825,2,1,NA,NA
1,1,760,823,2,1,NA,NA
1,1,760,824,2,1,NA,NA
1,1,760,828,2,1,NA,NA
1,1,760,827,2,1,NA,NA
1,1,760,826,2,1,NA,NA
2,1,60,923,2,2,1,Computadora laptop
2,1,60,922,2,1,1,Computadora de escritorio y Computadora laptop
2,1,60,920,1,1,1,Computadora laptop
2,1,60,921,1,1,1,Computadora laptop
2,1,60,919,2,1,NA,NA
2,1,60,917,2,2,1,Computadora de escritorio
2,1,60,914,2,2,NA,NA
2,1,60,915,2,2,NA,NA
2,1,60,918,2,2,NA,NA
2,1,60,916,2,2,NA,NA
2,1,93,960,2,1,NA,NA
2,1,93,961,2,1,NA,NA
2,1,93,958,1,1,1,Computadora laptop
2,1,93,959,1,1,1,Computadora de escritorio
2,1,93,963,2,1,NA,NA
2,1,93,965,1,1,NA,NA
2,1,93,962,2,1,NA,NA
2,1,93,966,2,1,NA,NA
2,1,93,964,2,1,NA,NA
2,2,92,983,2,1,NA,NA
2,2,92,984,2,1,NA,NA
2,2,92,985,2,1,NA,NA
2,2,92,987,2,1,NA,NA
2,2,92,986,1,1,1,Computadora laptop
2,2,92,988,2,1,NA,NA
2,2,92,989,2,1,NA,NA
2,1,126,1009,2,2,NA,NA
2,1,126,1010,2,2,NA,NA
2,1,126,1015,2,1,NA,NA
2,1,126,1014,2,1,NA,NA
2,1,126,1011,2,1,NA,NA
2,1,126,1012,2,1,NA,NA
2,1,126,1013,2,1,NA,NA
2,1,68,1055,1,1,NA,NA
2,1,68,1056,2,1,NA,NA
2,1,68,1049,2,1,NA,NA
2,1,68,1057,2,1,NA,NA
2,1,68,1048,2,1,NA,NA
2,1,68,1053,1,2,1,Computadora de escritorio
2,1,68,1052,2,1,NA,NA
2,1,68,1054,2,1,NA,NA
2,1,68,1050,2,1,NA,NA
2,1,68,1051,1,1,NA,NA
2,2,80,1088,2,2,NA,NA
2,2,80,1087,2,2,NA,NA
2,2,80,1089,2,2,NA,NA
2,2,80,1086,2,2,NA,NA
2,2,80,1090,2,2,NA,NA
2,2,80,1092,2,1,NA,NA
2,2,80,1091,1,1,NA,NA
2,2,80,1095,2,1,NA,NA
2,2,80,1093,1,1,NA,NA
2,2,80,1094,2,1,NA,NA
2,2,101,1127,2,1,NA,NA
2,2,101,1129,2,1,NA,NA
2,2,101,1126,2,1,NA,NA
2,2,101,1128,2,2,NA,NA
2,2,101,1130,2,1,NA,NA
2,2,101,1123,2,2,NA,NA
2,2,101,1122,2,2,NA,NA
2,2,101,1131,2,2,NA,NA
2,2,101,1124,2,2,NA,NA
2,2,101,1125,2,2,NA,NA
2,1,113,1182,2,1,NA,NA
2,1,113,1183,2,1,NA,NA
2,1,113,1180,2,1,NA,NA
2,1,113,1177,2,1,NA,NA
2,1,113,1176,2,1,NA,NA
2,1,113,1181,2,1,1,Computadora de escritorio
2,1,113,1178,2,1,NA,NA
2,1,113,1179,2,1,NA,NA
2,1,137,1205,2,1,NA,NA
2,1,137,1200,2,1,NA,NA
2,1,137,1206,2,2,NA,NA
2,1,137,1199,1,1,NA,NA
2,1,137,1201,2,1,NA,NA
2,1,137,1202,2,1,NA,NA
2,1,137,1204,2,2,NA,NA
2,1,137,1203,2,1,NA,NA
2,2,83,1233,2,2,NA,NA
2,2,83,1232,2,2,NA,NA
2,2,83,1231,2,2,NA,NA
2,2,83,1227,2,2,NA,NA
2,2,83,1234,2,2,NA,NA
2,2,83,1236,2,1,NA,NA
2,2,83,1235,2,1,NA,NA
2,2,83,1228,2,1,NA,NA
2,2,83,1230,2,1,NA,NA
2,2,83,1229,2,1,NA,NA
2,1,51,1275,1,1,NA,NA
2,1,51,1272,1,1,1,Computadora de escritorio y Computadora laptop
2,1,51,1273,1,1,1,Computadora laptop
2,1,51,1274,1,1,NA,NA
2,1,51,1271,1,1,1,Computadora de escritorio
2,1,51,1280,2,1,NA,NA
2,1,51,1278,1,1,NA,NA
2,1,51,1276,1,1,NA,NA
2,1,51,1279,2,1,NA,NA
2,1,51,1277,1,2,NA,NA
2,2,204,1302,2,2,NA,NA
2,2,204,1304,2,1,NA,NA
2,2,204,1305,2,1,NA,NA
2,2,204,1303,2,1,1,Computadora laptop
2,1,126,1330,2,1,NA,NA
2,1,126,1333,2,1,NA,NA
2,1,126,1328,2,1,1,Computadora laptop
2,1,126,1332,2,1,NA,NA
2,1,126,1334,2,1,NA,NA
2,1,126,1331,2,1,NA,NA
2,1,126,1329,2,1,NA,NA
2,2,91,1358,2,1,NA,NA
2,2,91,1360,2,1,NA,NA
2,2,91,1359,2,1,NA,NA
2,2,91,1363,2,1,NA,NA
2,2,91,1364,2,1,NA,NA
2,2,91,1366,2,1,NA,NA
2,2,91,1361,2,1,NA,NA
2,2,91,1365,2,1,NA,NA
2,2,91,1362,2,1,NA,NA
2,1,63,1379,2,1,1,Computadora laptop
2,1,63,1373,2,1,NA,NA
2,1,63,1374,2,1,NA,NA
2,1,63,1377,2,1,NA,NA
2,1,63,1378,2,1,NA,NA
2,1,63,1381,2,1,NA,NA
2,1,63,1375,2,1,NA,NA
2,1,63,1380,2,1,NA,NA
2,1,63,1376,2,1,NA,NA
2,1,99,1382,2,1,1,Computadora laptop
2,1,99,1384,1,1,1,Computadora laptop
2,1,99,1383,2,1,NA,NA
2,1,99,1385,2,2,NA,NA
2,1,99,1388,2,1,NA,NA
2,1,99,1387,2,1,NA,NA
2,1,99,1386,2,1,NA,NA
2,1,99,1389,2,1,NA,NA
2,1,179,1415,2,1,NA,NA
2,1,179,1414,2,1,NA,NA
2,1,179,1417,2,1,NA,NA
2,1,179,1416,2,1,NA,NA
2,1,179,1418,1,1,NA,NA
3,1,200,1437,2,1,NA,NA
3,1,200,1436,2,2,NA,NA
3,1,200,1434,2,1,NA,NA
3,1,200,1435,2,1,1,Computadora laptop
3,1,200,1438,2,1,1,Computadora de escritorio
3,1,200,1440,2,1,NA,NA
3,1,200,1439,2,1,NA,NA
3,1,138,1461,2,1,NA,NA
3,1,138,1463,2,1,NA,NA
3,1,138,1458,2,1,NA,NA
3,1,138,1462,2,1,NA,NA
3,1,138,1460,2,1,NA,NA
3,1,138,1456,1,1,NA,NA
3,1,138,1457,2,1,NA,NA
3,1,138,1459,2,1,NA,NA
3,1,265,1501,2,1,NA,NA
3,1,265,1502,1,1,NA,NA
3,1,265,1498,2,1,NA,NA
3,1,265,1499,2,1,NA,NA
3,1,265,1500,2,1,NA,NA
3,1,77,1515,2,2,NA,NA
3,1,77,1514,2,1,NA,NA
3,1,77,1516,2,1,NA,NA
3,1,77,1510,2,1,NA,NA
3,1,77,1512,2,1,NA,NA
3,1,77,1511,2,1,NA,NA
3,1,77,1513,2,1,NA,NA
3,1,196,1542,2,1,1,Computadora de escritorio
3,1,196,1540,1,1,NA,NA
3,1,196,1541,2,1,1,Computadora de escritorio y Computadora laptop
3,1,196,1539,2,1,NA,NA
3,1,196,1538,2,1,NA,NA
3,1,196,1537,2,1,NA,NA
3,1,70,1593,2,1,NA,NA
3,1,70,1594,1,1,1,Computadora de escritorio
3,1,70,1592,2,1,NA,NA
3,1,70,1595,2,1,1,Computadora de escritorio
3,1,70,1591,1,1,1,Computadora de escritorio
3,1,70,1596,2,1,NA,NA
3,1,70,1597,1,1,NA,NA
3,1,132,1613,1,1,1,Computadora de escritorio y Computadora laptop
3,1,132,1614,2,2,NA,NA
3,2,90,1624,2,1,NA,NA
3,2,90,1627,2,2,NA,NA
3,2,90,1620,2,1,NA,NA
3,2,90,1623,2,1,NA,NA
3,2,90,1628,2,1,NA,NA
3,2,90,1622,2,1,NA,NA
3,2,90,1626,2,1,NA,NA
3,2,90,1629,2,1,NA,NA
3,2,90,1621,2,1,NA,NA
3,2,90,1625,2,1,NA,NA
3,2,156,1674,2,1,NA,NA
3,2,156,1677,2,1,NA,NA
3,2,156,1672,2,1,NA,NA
3,2,156,1676,2,1,NA,NA
3,2,156,1679,2,1,NA,NA
3,2,156,1673,1,1,NA,NA
3,2,156,1678,2,1,NA,NA
3,2,156,1675,2,1,NA,NA
3,1,194,1680,2,1,NA,NA
3,1,194,1683,1,1,1,Computadora laptop
3,1,194,1682,2,1,NA,NA
3,1,194,1681,2,1,NA,NA
3,1,194,1684,2,1,NA,NA
3,1,194,1685,2,1,NA,NA
3,1,118,1710,2,1,NA,NA
3,1,118,1707,2,1,1,Computadora laptop
3,1,118,1709,2,1,NA,NA
3,1,118,1708,2,2,NA,NA
3,1,118,1712,1,1,1,Computadora laptop
3,1,118,1711,2,2,NA,NA
3,1,118,1713,2,1,NA,NA
3,1,158,1751,2,1,NA,NA
3,1,158,1753,2,1,NA,NA
3,1,158,1749,2,1,NA,NA
3,1,158,1752,2,1,1,Computadora laptop
3,1,158,1750,2,2,NA,NA
3,1,158,1755,2,1,NA,NA
3,1,158,1754,2,1,NA,NA
3,1,158,1748,2,1,NA,NA
3,1,240,1775,1,1,NA,NA
3,1,240,1777,2,1,NA,NA
3,1,240,1779,2,1,NA,NA
3,1,240,1778,2,2,NA,NA
3,1,240,1776,2,1,NA,NA
3,1,135,1805,1,1,1,Computadora laptop
3,1,135,1804,1,1,1,Computadora laptop
3,1,135,1806,2,1,1,Computadora de escritorio y Computadora laptop
3,1,135,1802,2,1,1,Computadora laptop
3,1,135,1803,2,1,1,Computadora laptop
3,1,135,1800,2,1,1,Computadora de escritorio y Computadora laptop
3,1,135,1801,2,1,1,Computadora laptop
3,1,97,1824,2,1,NA,NA
3,1,97,1823,1,1,NA,NA
3,1,97,1822,1,1,NA,NA
3,1,97,1821,2,1,1,Computadora de escritorio y Computadora laptop
3,1,97,1825,2,2,NA,NA
3,1,97,1827,2,1,NA,NA
3,1,97,1826,2,2,NA,NA
3,1,171,1863,2,1,1,Computadora laptop
3,1,171,1864,2,1,1,Computadora de escritorio
3,1,171,1867,2,1,NA,NA
3,1,171,1866,2,2,1,Computadora laptop
3,1,171,1865,1,1,1,Computadora laptop
3,1,97,1872,1,1,1,Computadora de escritorio
3,1,97,1873,1,1,1,Computadora de escritorio
3,1,97,1871,2,2,NA,NA
3,1,97,1874,2,1,NA,NA
3,1,97,1876,2,1,1,Computadora de escritorio
3,1,97,1870,2,1,NA,NA
3,1,97,1875,2,1,NA,NA
3,1,148,1893,2,2,NA,NA
3,1,148,1896,2,2,1,Computadora de escritorio y Computadora laptop
3,1,148,1895,2,1,NA,NA
3,1,148,1894,2,1,NA,NA
3,1,148,1899,2,1,NA,NA
3,1,148,1898,2,2,NA,NA
3,1,148,1892,2,1,NA,NA
3,1,148,1897,2,1,NA,NA
3,1,151,1927,2,2,NA,NA
3,1,151,1920,2,2,1,Computadora de escritorio
3,1,151,1921,2,1,NA,NA
3,1,151,1919,2,1,NA,NA
3,1,151,1922,2,2,NA,NA
3,1,151,1923,1,1,1,Computadora laptop
3,1,151,1926,2,1,NA,NA
3,1,151,1925,2,1,NA,NA
3,1,151,1924,2,1,NA,NA
3,1,117,1956,2,1,NA,NA
3,1,117,1957,2,1,NA,NA
3,1,117,1951,2,1,NA,NA
3,1,117,1952,2,1,1,Computadora laptop
3,1,117,1955,2,2,NA,NA
3,1,117,1954,2,1,NA,NA
3,1,117,1953,2,2,1,Computadora de escritorio y Computadora laptop
3,1,87,1979,2,1,NA,NA
3,1,87,1985,2,1,NA,NA
3,1,87,1980,2,1,1,Computadora laptop
3,1,87,1984,2,2,NA,NA
3,1,87,1983,2,1,1,Computadora laptop
3,1,87,1982,2,1,NA,NA
3,1,87,1981,2,2,NA,NA
3,1,134,2021,2,1,NA,NA
3,1,134,2023,2,2,NA,NA
3,1,134,2024,2,1,1,Computadora de escritorio y Computadora laptop
3,1,134,2022,2,1,NA,NA
3,1,134,2020,2,1,NA,NA
3,1,134,2019,2,1,NA,NA
3,1,134,2017,2,1,NA,NA
3,1,134,2018,2,1,NA,NA
3,1,162,2057,2,1,NA,NA
3,1,162,2053,2,1,NA,NA
3,1,162,2054,2,1,NA,NA
3,1,162,2059,2,1,1,Computadora de escritorio
3,1,162,2056,2,1,NA,NA
3,1,162,2058,2,1,1,Computadora de escritorio
3,1,162,2055,2,1,NA,NA
3,1,106,2066,2,1,1,Computadora laptop
3,1,106,2063,2,1,NA,NA
3,1,106,2065,2,1,NA,NA
3,1,106,2064,2,2,NA,NA
3,1,106,2061,2,1,NA,NA
3,1,106,2060,2,1,NA,NA
3,1,106,2062,2,1,1,Computadora laptop
4,1,534,2099,2,1,NA,NA
4,1,534,2100,2,1,1,Computadora laptop
4,1,534,2101,1,1,1,Computadora de escritorio
4,1,534,2102,2,1,NA,NA
4,1,534,2103,1,1,1,Computadora de escritorio
4,1,534,2098,2,1,NA,NA
4,1,381,2129,2,1,1,Computadora laptop
4,1,381,2131,1,1,NA,NA
4,1,381,2132,2,1,1,Computadora de escritorio
4,1,381,2128,2,1,NA,NA
4,1,381,2130,2,1,NA,NA
4,1,381,2133,2,1,NA,NA
4,2,454,2184,2,1,NA,NA
4,2,454,2189,2,2,NA,NA
4,2,454,2188,2,1,1,Computadora de escritorio
4,2,454,2187,2,2,NA,NA
4,2,454,2185,2,1,NA,NA
4,2,454,2186,2,1,NA,NA
4,2,454,2190,1,1,NA,NA
4,1,308,2192,1,1,1,Computadora de escritorio
4,1,308,2194,2,1,NA,NA
4,1,308,2193,2,1,1,Computadora laptop
4,1,308,2191,1,1,NA,NA
4,2,234,2233,2,1,NA,NA
4,2,234,2228,2,2,NA,NA
4,2,234,2231,2,1,NA,NA
4,2,234,2229,2,1,NA,NA
4,2,234,2234,2,1,NA,NA
4,2,234,2230,2,1,NA,NA
4,2,234,2232,2,1,NA,NA
4,2,314,2263,2,1,NA,NA
4,2,314,2267,2,1,NA,NA
4,2,314,2261,2,1,NA,NA
4,2,314,2266,2,1,NA,NA
4,2,314,2264,2,1,NA,NA
4,2,314,2265,2,1,NA,NA
4,2,314,2262,2,1,NA,NA
4,2,667,2305,2,2,NA,NA
4,2,667,2306,2,1,NA,NA
4,2,667,2304,2,1,NA,NA
4,2,667,2303,2,1,NA,NA
4,2,667,2308,2,1,NA,NA
4,2,667,2307,1,1,NA,NA
4,1,509,2318,2,1,NA,NA
4,1,509,2319,2,1,1,Computadora de escritorio
4,1,509,2316,2,2,1,Computadora de escritorio
4,1,509,2320,1,1,NA,NA
4,1,509,2317,1,1,NA,NA
4,2,301,2355,2,1,NA,NA
4,2,301,2359,1,1,NA,NA
4,2,301,2358,1,1,NA,NA
4,2,301,2357,2,1,NA,NA
4,2,301,2353,2,2,NA,NA
4,2,301,2360,1,1,NA,NA
4,2,301,2354,2,2,NA,NA
4,2,301,2356,2,1,NA,NA
4,1,312,2394,1,1,1,Computadora de escritorio
4,1,312,2395,2,1,NA,NA
4,1,312,2397,2,1,NA,NA
4,1,312,2396,1,1,NA,NA
4,1,312,2399,2,1,NA,NA
4,1,312,2393,2,1,NA,NA
4,1,312,2398,1,1,NA,NA
4,1,312,2400,2,1,NA,NA
4,2,358,2402,2,1,NA,NA
4,2,358,2407,1,1,NA,NA
4,2,358,2405,2,2,NA,NA
4,2,358,2403,2,1,NA,NA
4,2,358,2401,2,1,NA,NA
4,2,358,2406,1,2,NA,NA
4,2,358,2404,2,1,1,Computadora de escritorio
4,2,358,2408,2,1,NA,NA
4,2,335,2437,2,1,NA,NA
4,2,335,2436,2,1,NA,NA
4,2,335,2439,2,1,NA,NA
4,2,335,2441,2,2,NA,NA
4,2,335,2442,2,1,NA,NA
4,2,335,2435,2,2,NA,NA
4,2,335,2438,2,1,NA,NA
4,2,335,2440,2,2,NA,NA
4,1,308,2474,2,1,NA,NA
4,1,308,2473,1,1,1,Computadora laptop
4,1,308,2477,2,1,1,Computadora laptop
4,1,308,2476,2,1,NA,NA
4,1,308,2475,2,1,NA,NA
4,1,308,2472,2,1,NA,NA
4,1,300,2492,2,1,NA,NA
4,1,300,2489,2,1,NA,NA
4,1,300,2487,2,1,NA,NA
4,1,300,2491,2,1,NA,NA
4,1,300,2490,2,1,NA,NA
4,1,300,2488,2,1,NA,NA
4,1,346,2526,2,1,NA,NA
4,1,346,2525,2,1,NA,NA
4,1,346,2529,2,1,NA,NA
4,1,346,2528,2,2,NA,NA
4,1,346,2531,2,1,NA,NA
4,1,346,2530,2,1,NA,NA
4,1,346,2527,1,1,NA,NA
4,1,346,2532,1,1,1,Computadora laptop
4,2,354,2570,2,1,NA,NA
4,2,354,2566,2,1,NA,NA
4,2,354,2567,2,1,NA,NA
4,2,354,2565,2,1,NA,NA
4,2,354,2571,1,1,NA,NA
4,2,354,2564,2,1,NA,NA
4,2,354,2569,2,1,NA,NA
4,2,354,2568,2,1,NA,NA
4,1,541,2579,1,2,1,Computadora de escritorio
4,1,541,2581,1,1,1,Computadora laptop
4,1,541,2578,2,1,NA,NA
4,1,541,2583,1,1,1,Computadora de escritorio
4,1,541,2580,2,1,NA,NA
4,1,541,2582,1,1,NA,NA
4,1,356,2585,1,2,NA,NA
4,1,356,2587,1,1,NA,NA
4,1,356,2586,2,1,NA,NA
4,1,356,2588,1,1,NA,NA
4,1,356,2584,1,1,1,Computadora laptop
5,1,318,2617,2,2,NA,NA
5,1,318,2616,2,2,NA,NA
5,1,318,2619,2,2,NA,NA
5,1,318,2612,2,2,NA,NA
5,1,318,2618,2,2,NA,NA
5,1,318,2615,1,2,NA,NA
5,1,318,2614,2,2,NA,NA
5,1,318,2613,2,2,NA,NA
5,1,479,2650,1,2,1,Computadora laptop
5,1,479,2648,1,2,NA,NA
5,1,479,2649,2,2,NA,NA
5,1,479,2647,1,2,NA,NA
5,1,479,2653,2,1,1,Computadora laptop
5,1,479,2652,1,2,1,Computadora de escritorio
5,1,479,2651,2,1,NA,NA
5,1,292,2677,2,1,NA,NA
5,1,292,2678,2,2,NA,NA
5,1,292,2676,2,2,NA,NA
5,1,292,2675,2,2,NA,NA
5,1,292,2681,2,2,NA,NA
5,1,292,2679,2,2,NA,NA
5,1,292,2680,2,2,NA,NA
5,1,292,2682,2,2,NA,NA
5,1,292,2684,2,2,NA,NA
5,1,292,2683,2,2,NA,NA
5,1,407,2709,2,2,NA,NA
5,1,407,2713,2,2,NA,NA
5,1,407,2715,2,1,NA,NA
5,1,407,2711,2,1,NA,NA
5,1,407,2712,2,1,NA,NA
5,1,407,2714,2,1,NA,NA
5,1,407,2710,2,2,NA,NA
5,1,335,2754,1,1,NA,NA
5,1,335,2748,2,1,NA,NA
5,1,335,2751,2,2,NA,NA
5,1,335,2749,2,1,NA,NA
5,1,335,2752,1,2,NA,NA
5,1,335,2755,2,1,NA,NA
5,1,335,2753,2,1,NA,NA
5,1,335,2756,1,1,NA,NA
5,1,335,2750,2,1,1,Computadora de escritorio
5,1,335,2757,2,1,NA,NA
5,2,22,2797,2,1,1,Computadora laptop
5,2,22,2794,2,1,NA,NA
5,2,22,2799,2,1,1,Computadora laptop
5,2,22,2795,2,1,NA,NA
5,2,22,2792,2,1,NA,NA
5,2,22,2793,2,1,NA,NA
5,2,22,2798,2,1,NA,NA
5,2,22,2796,2,1,NA,NA
5,2,206,2829,2,1,NA,NA
5,2,206,2834,2,1,NA,NA
5,2,206,2830,2,1,NA,NA
5,2,206,2828,2,1,NA,NA
5,2,206,2833,1,1,NA,NA
5,2,206,2827,2,1,NA,NA
5,2,206,2836,2,1,NA,NA
5,2,206,2832,2,2,NA,NA
5,2,206,2831,2,1,NA,NA
5,2,206,2835,2,1,NA,NA
5,1,370,2852,2,2,NA,NA
5,1,370,2845,2,1,NA,NA
5,1,370,2851,2,2,NA,NA
5,1,370,2847,2,1,NA,NA
5,1,370,2844,1,1,1,Computadora laptop
5,1,370,2846,2,1,NA,NA
5,1,370,2850,2,2,NA,NA
5,1,370,2849,2,2,NA,NA
5,1,370,2848,2,2,NA,NA
5,2,135,2880,2,1,NA,NA
5,2,135,2885,2,1,NA,NA
5,2,135,2884,2,1,NA,NA
5,2,135,2888,2,1,NA,NA
5,2,135,2881,2,1,1,Computadora laptop
5,2,135,2886,2,1,NA,NA
5,2,135,2883,1,1,1,Computadora laptop
5,2,135,2879,2,1,NA,NA
5,2,135,2887,2,1,NA,NA
5,2,135,2882,2,1,NA,NA
5,1,273,2920,2,2,NA,NA
5,1,273,2922,2,2,1,Computadora de escritorio
5,1,273,2919,2,2,NA,NA
5,1,273,2921,2,2,NA,NA
5,1,273,2915,2,1,NA,NA
5,1,273,2916,2,1,NA,NA
5,1,273,2918,2,1,NA,NA
5,1,273,2917,2,1,NA,NA
5,1,249,2970,2,1,NA,NA
