timeClass,userRating,date
blitz,2354, 2014.01.06
blitz,2438, 2014.01.06
bullet,2336, 2014.01.07
bullet,2411, 2014.01.07
blitz,2509, 2014.01.07
blitz,2556, 2014.01.07
blitz,2590, 2014.01.07
blitz,2616, 2014.01.07
blitz,2491, 2014.01.07
blitz,2523, 2014.01.07
blitz,2548, 2014.01.07
blitz,2568, 2014.01.07
bullet,2504, 2014.01.07
bullet,2562, 2014.01.07
bullet,2602, 2014.01.07
bullet,2632, 2014.01.07
bullet,2656, 2014.01.07
bullet,2675, 2014.01.07
bullet,2691, 2014.01.07
bullet,2705, 2014.01.07
bullet,2717, 2014.01.07
bullet,2728, 2014.01.07
bullet,2738, 2014.01.07
bullet,2747, 2014.01.07
bullet,2755, 2014.01.07
bullet,2762, 2014.01.07
bullet,2769, 2014.01.07
bullet,2775, 2014.01.07
bullet,2781, 2014.01.07
bullet,2787, 2014.01.07
bullet,2792, 2014.01.07
bullet,2797, 2014.01.07
bullet,2802, 2014.01.07
daily,2239, 2014.01.07
daily,2242, 2014.01.07
daily,2287, 2014.01.07
daily,2287, 2014.01.07
daily,2287, 2014.01.07
daily,2306, 2014.01.07
daily,2308, 2014.01.07
daily,2308, 2014.01.07
daily,2321, 2014.01.07
daily,2321, 2014.01.07
daily,2323, 2014.01.07
daily,2332, 2014.01.07
blitz,2600, 2014.02.06
blitz,2625, 2014.02.06
blitz,2646, 2014.02.06
blitz,2663, 2014.02.06
blitz,2678, 2014.02.06
blitz,2691, 2014.02.06
blitz,2702, 2014.02.06
blitz,2712, 2014.02.06
blitz,2721, 2014.02.06
blitz,2729, 2014.02.06
blitz,2737, 2014.02.06
blitz,2744, 2014.02.06
blitz,2751, 2014.02.06
daily,2333, 2014.01.07
blitz,2742, 2014.02.11
daily,2333, 2014.01.07
daily,2336, 2014.01.07
blitz,2747, 2014.02.11
blitz,2699, 2014.02.11
daily,2336, 2014.01.07
daily,2345, 2014.01.07
daily,2345, 2014.01.07
bullet,2804, 2014.02.26
bullet,2834, 2014.02.26
bullet,2857, 2014.02.26
bullet,2876, 2014.02.26
bullet,2833, 2014.02.26
bullet,2852, 2014.02.26
bullet,2816, 2014.02.26
bullet,2835, 2014.02.26
bullet,2851, 2014.02.26
bullet,2865, 2014.02.26
bullet,2877, 2014.02.26
bullet,2867, 2014.02.26
bullet,2878, 2014.02.26
bullet,2851, 2014.02.26
bullet,2862, 2014.02.26
bullet,2872, 2014.02.26
bullet,2881, 2014.02.26
bullet,2889, 2014.02.26
bullet,2881, 2014.02.26
bullet,2889, 2014.02.26
bullet,2867, 2014.02.26
bullet,2847, 2014.02.26
bullet,2856, 2014.02.26
bullet,2838, 2014.02.26
bullet,2847, 2014.02.26
bullet,2855, 2014.02.26
bullet,2862, 2014.02.26
bullet,2869, 2014.02.26
bullet,2875, 2014.02.26
bullet,2881, 2014.02.26
daily,2345, 2014.01.07
bullet,2883, 2014.03.04
bullet,2885, 2014.03.04
bullet,2887, 2014.03.04
bullet,2889, 2014.03.04
bullet,2891, 2014.03.04
bullet,2893, 2014.03.04
bullet,2895, 2014.03.04
bullet,2875, 2014.03.04
bullet,2877, 2014.03.04
bullet,2879, 2014.03.04
bullet,2881, 2014.03.04
bullet,2883, 2014.03.04
bullet,2885, 2014.03.04
bullet,2887, 2014.03.04
bullet,2889, 2014.03.04
bullet,2891, 2014.03.04
bullet,2893, 2014.03.04
bullet,2895, 2014.03.04
bullet,2897, 2014.03.04
bullet,2889, 2014.03.04
bullet,2891, 2014.03.04
bullet,2893, 2014.03.04
bullet,2895, 2014.03.04
bullet,2897, 2014.03.04
bullet,2898, 2014.03.04
bullet,2899, 2014.03.04
bullet,2900, 2014.03.04
bullet,2903, 2014.03.06
bullet,2888, 2014.03.06
bullet,2891, 2014.03.06
bullet,2894, 2014.03.06
bullet,2880, 2014.03.06
bullet,2882, 2014.03.06
bullet,2884, 2014.03.06
bullet,2886, 2014.03.06
bullet,2888, 2014.03.06
blitz,2708, 2014.03.06
blitz,2716, 2014.03.06
blitz,2721, 2014.03.06
blitz,2678, 2014.03.06
blitz,2679, 2014.03.06
blitz,2684, 2014.03.06
blitz,2689, 2014.03.06
blitz,2650, 2014.03.06
bullet,2888, 2014.03.06
bullet,2888, 2014.03.06
blitz,2664, 2014.03.06
blitz,2676, 2014.03.06
blitz,2649, 2014.03.06
blitz,2661, 2014.03.06
blitz,2637, 2014.03.06
blitz,2638, 2014.03.06
blitz,2639, 2014.03.06
blitz,2640, 2014.03.06
blitz,2647, 2014.03.06
blitz,2621, 2014.03.06
blitz,2621, 2014.03.06
bullet,2888, 2014.03.06
bullet,2888, 2014.03.06
bullet,2888, 2014.03.06
bullet,2888, 2014.03.06
bullet,2888, 2014.03.06
bullet,2888, 2014.03.06
bullet,2888, 2014.03.06
blitz,2628, 2014.03.13
blitz,2635, 2014.03.13
blitz,2642, 2014.03.13
blitz,2649, 2014.03.13
bullet,2874, 2014.03.13
blitz,2653, 2014.03.13
blitz,2657, 2014.03.13
blitz,2661, 2014.03.13
blitz,2665, 2014.03.13
blitz,2668, 2014.03.13
blitz,2671, 2014.03.13
blitz,2674, 2014.03.13
blitz,2677, 2014.03.13
blitz,2680, 2014.03.13
blitz,2683, 2014.03.13
blitz,2686, 2014.03.13
blitz,2689, 2014.03.13
bullet,2878, 2014.03.13
bullet,2882, 2014.03.13
bullet,2885, 2014.03.13
bullet,2872, 2014.03.13
blitz,2693, 2014.03.13
blitz,2697, 2014.03.13
blitz,2701, 2014.03.13
blitz,2705, 2014.03.13
blitz,2708, 2014.03.13
blitz,2711, 2014.03.13
blitz,2714, 2014.03.13
blitz,2717, 2014.03.13
blitz,2720, 2014.03.13
blitz,2723, 2014.03.13
bullet,2876, 2014.03.13
bullet,2871, 2014.03.13
bullet,2875, 2014.03.13
bullet,2878, 2014.03.13
bullet,2881, 2014.03.13
bullet,2884, 2014.03.13
bullet,2887, 2014.03.13
bullet,2890, 2014.03.13
bullet,2893, 2014.03.13
bullet,2896, 2014.03.13
bullet,2899, 2014.03.13
bullet,2902, 2014.03.13
daily,2244, 2014.01.07
bullet,2905, 2014.03.14
bullet,2900, 2014.03.14
bullet,2887, 2014.03.14
bullet,2890, 2014.03.14
bullet,2893, 2014.03.14
bullet,2896, 2014.03.14
bullet,2899, 2014.03.14
bullet,2902, 2014.03.14
bullet,2905, 2014.03.14
bullet,2908, 2014.03.14
bullet,2911, 2014.03.14
bullet,2914, 2014.03.14
bullet,2916, 2014.03.14
bullet,2918, 2014.03.14
bullet,2912, 2014.03.14
bullet,2899, 2014.03.14
bullet,2902, 2014.03.14
bullet,2905, 2014.03.14
bullet,2908, 2014.03.14
bullet,2911, 2014.03.14
blitz,2727, 2014.03.15
blitz,2731, 2014.03.15
blitz,2735, 2014.03.15
blitz,2739, 2014.03.15
blitz,2742, 2014.03.15
blitz,2745, 2014.03.15
blitz,2748, 2014.03.15
blitz,2751, 2014.03.15
daily,2246, 2014.03.13
daily,2258, 2014.03.13
daily,2259, 2014.03.13
daily,2261, 2014.03.13
daily,2263, 2014.03.18
daily,2265, 2014.03.18
daily,2270, 2014.03.13
daily,2272, 2014.03.13
daily,2273, 2014.03.13
daily,2275, 2014.03.18
daily,2278, 2014.03.18
daily,2278, 2014.03.21
daily,2280, 2014.03.18
daily,2296, 2014.03.13
daily,2298, 2014.03.18
daily,2298, 2014.03.13
daily,2300, 2014.03.18
daily,2307, 2014.03.13
daily,2308, 2014.03.18
daily,2312, 2014.03.18
daily,2313, 2014.03.18
daily,2313, 2014.03.13
daily,2357, 2014.03.22
daily,2357, 2014.03.22
daily,2358, 2014.03.18
daily,2359, 2014.03.18
daily,2361, 2014.03.18
daily,2361, 2014.03.13
daily,2363, 2014.03.13
daily,2364, 2014.03.13
daily,2366, 2014.03.14
daily,2367, 2014.03.13
daily,2445, 2014.02.07
daily,2447, 2014.03.13
daily,2448, 2014.03.22
daily,2449, 2014.03.18
daily,2464, 2014.03.22
daily,2432, 2014.03.13
daily,2436, 2014.03.18
daily,2436, 2014.03.18
daily,2437, 2014.03.18
bullet,2911, 2014.04.15
daily,2453, 2014.03.22
daily,2372, 2014.03.13
daily,2384, 2014.03.14
daily,2306, 2014.01.07
daily,2306, 2014.03.13
daily,2247, 2014.03.13
daily,2248, 2014.03.18
daily,2235, 2014.04.07
daily,2172, 2014.03.18
daily,2113, 2014.01.07
daily,2061, 2014.03.13
blitz,2755, 2014.05.14
blitz,2759, 2014.05.14
blitz,2763, 2014.05.14
blitz,2767, 2014.05.14
blitz,2771, 2014.05.14
blitz,2774, 2014.05.14
blitz,2777, 2014.05.14
blitz,2780, 2014.05.14
blitz,2783, 2014.05.14
blitz,2786, 2014.05.14
blitz,2789, 2014.05.14
blitz,2767, 2014.05.14
bullet,2915, 2014.05.14
bullet,2897, 2014.05.14
bullet,2900, 2014.05.14
bullet,2903, 2014.05.14
bullet,2884, 2014.05.14
bullet,2887, 2014.05.14
bullet,2869, 2014.05.14
bullet,2873, 2014.05.14
bullet,2876, 2014.05.14
bullet,2879, 2014.05.14
bullet,2882, 2014.05.14
bullet,2885, 2014.05.14
bullet,2888, 2014.05.14
bullet,2891, 2014.05.14
bullet,2894, 2014.05.14
bullet,2897, 2014.05.14
bullet,2899, 2014.05.14
bullet,2901, 2014.05.14
bullet,2902, 2014.05.15
bullet,2903, 2014.05.15
bullet,2904, 2014.05.15
bullet,2905, 2014.05.15
bullet,2906, 2014.05.15
bullet,2907, 2014.05.15
bullet,2908, 2014.05.15
bullet,2909, 2014.05.15
bullet,2910, 2014.05.15
bullet,2911, 2014.05.15
bullet,2912, 2014.05.15
bullet,2913, 2014.05.15
bullet,2914, 2014.05.15
bullet,2915, 2014.05.15
bullet,2916, 2014.05.15
bullet,2917, 2014.05.15
bullet,2918, 2014.05.15
bullet,2919, 2014.05.15
bullet,2921, 2014.05.15
bullet,2923, 2014.05.15
bullet,2925, 2014.05.15
bullet,2912, 2014.05.15
bullet,2915, 2014.05.15
bullet,2918, 2014.05.15
bullet,2921, 2014.05.15
bullet,2908, 2014.05.15
bullet,2911, 2014.05.15
bullet,2914, 2014.05.15
bullet,2917, 2014.05.15
bullet,2920, 2014.05.15
bullet,2915, 2014.05.15
bullet,2918, 2014.05.15
bullet,2905, 2014.05.15
bullet,2908, 2014.05.15
bullet,2911, 2014.05.15
bullet,2914, 2014.05.15
bullet,2917, 2014.05.15
bullet,2904, 2014.05.15
bullet,2907, 2014.05.15
bullet,2910, 2014.05.15
bullet,2913, 2014.05.15
bullet,2916, 2014.05.15
bullet,2919, 2014.05.15
bullet,2922, 2014.05.15
bullet,2925, 2014.05.15
bullet,2926, 2014.05.15
bullet,2927, 2014.05.15
bullet,2928, 2014.05.15
bullet,2929, 2014.05.15
bullet,2930, 2014.05.16
bullet,2931, 2014.05.16
bullet,2916, 2014.05.16
bullet,2917, 2014.05.16
bullet,2918, 2014.05.16
bullet,2903, 2014.05.16
bullet,2904, 2014.05.16
bullet,2905, 2014.05.16
bullet,2906, 2014.05.16
bullet,2907, 2014.05.16
bullet,2908, 2014.05.16
bullet,2909, 2014.05.16
bullet,2910, 2014.05.16
bullet,2911, 2014.05.16
bullet,2912, 2014.05.16
bullet,2913, 2014.05.16
bullet,2914, 2014.05.16
bullet,2915, 2014.05.16
bullet,2916, 2014.05.16
bullet,2917, 2014.05.16
bullet,2918, 2014.05.16
bullet,2919, 2014.05.16
bullet,2920, 2014.05.16
bullet,2921, 2014.05.16
bullet,2922, 2014.05.16
bullet,2923, 2014.05.16
bullet,2924, 2014.05.16
bullet,2925, 2014.05.16
bullet,2926, 2014.05.16
bullet,2927, 2014.05.16
bullet,2930, 2014.05.16
bullet,2933, 2014.05.16
bullet,2920, 2014.05.16
bullet,2922, 2014.05.16
bullet,2924, 2014.05.16
bullet,2926, 2014.05.16
bullet,2928, 2014.05.16
bullet,2930, 2014.05.16
bullet,2932, 2014.05.16
bullet,2934, 2014.05.16
bullet,2936, 2014.05.16
bullet,2938, 2014.05.16
bullet,2940, 2014.05.16
bullet,2942, 2014.05.16
bullet,2944, 2014.05.16
bullet,2946, 2014.05.16
bullet,2948, 2014.05.16
bullet,2950, 2014.05.16
bullet,2952, 2014.05.16
bullet,2954, 2014.05.16
bullet,2956, 2014.05.16
bullet,2958, 2014.05.16
bullet,2960, 2014.05.16
bullet,2954, 2014.05.16
bullet,2956, 2014.05.16
bullet,2958, 2014.05.16
bullet,2960, 2014.05.16
bullet,2962, 2014.05.16
bullet,2965, 2014.05.16
bullet,2968, 2014.05.16
bullet,2970, 2014.05.16
bullet,2972, 2014.05.16
bullet,2974, 2014.05.16
bullet,2976, 2014.05.16
bullet,2978, 2014.05.16
bullet,2980, 2014.05.16
bullet,2982, 2014.05.16
bullet,2984, 2014.05.16
bullet,2986, 2014.05.16
bullet,2988, 2014.05.16
bullet,2990, 2014.05.16
bullet,2990, 2014.05.16
blitz,2769, 2014.05.16
blitz,2771, 2014.05.16
blitz,2749, 2014.05.16
blitz,2751, 2014.05.16
blitz,2753, 2014.05.16
blitz,2755, 2014.05.16
bullet,2991, 2014.05.16
bullet,2992, 2014.05.17
bullet,2993, 2014.05.17
bullet,2994, 2014.05.17
bullet,2995, 2014.05.17
bullet,2996, 2014.05.17
bullet,2997, 2014.05.17
bullet,2998, 2014.05.17
bullet,2999, 2014.05.17
bullet,3000, 2014.05.17
bullet,3001, 2014.05.17
bullet,3002, 2014.05.17
bullet,3003, 2014.05.17
bullet,3003, 2014.05.17
bullet,3004, 2014.05.17
bullet,3005, 2014.05.17
bullet,2990, 2014.05.17
bullet,2992, 2014.05.17
bullet,2994, 2014.05.17
bullet,2996, 2014.05.17
bullet,2998, 2014.05.17
bullet,3000, 2014.05.17
bullet,2994, 2014.05.17
bullet,2996, 2014.05.17
bullet,2998, 2014.05.17
bullet,3000, 2014.05.17
bullet,3002, 2014.05.17
bullet,3003, 2014.05.17
bullet,3004, 2014.05.17
bullet,3005, 2014.05.17
bullet,3006, 2014.05.17
bullet,3007, 2014.05.17
bullet,3008, 2014.05.17
bullet,3009, 2014.05.17
bullet,3010, 2014.05.17
bullet,3011, 2014.05.17
bullet,3012, 2014.05.17
bullet,3013, 2014.05.17
bullet,3014, 2014.05.17
bullet,3015, 2014.05.17
bullet,3016, 2014.05.17
bullet,3017, 2014.05.17
bullet,3018, 2014.05.17
bullet,3019, 2014.05.17
bullet,3020, 2014.05.17
bullet,3021, 2014.05.17
bullet,3022, 2014.05.17
bullet,3023, 2014.05.17
bullet,3024, 2014.05.17
bullet,3025, 2014.05.17
bullet,3026, 2014.05.17
bullet,3027, 2014.05.17
bullet,3028, 2014.05.17
bullet,3029, 2014.05.17
bullet,3029, 2014.05.17
bullet,3031, 2014.05.17
bullet,3033, 2014.05.17
bullet,3035, 2014.05.17
bullet,3037, 2014.05.17
bullet,3039, 2014.05.17
bullet,3041, 2014.05.17
bullet,3043, 2014.05.17
bullet,3045, 2014.05.17
bullet,3039, 2014.05.17
bullet,3041, 2014.05.17
bullet,3043, 2014.05.17
bullet,3037, 2014.05.17
bullet,3039, 2014.05.17
bullet,3041, 2014.05.17
bullet,3043, 2014.05.17
bullet,3045, 2014.05.17
bullet,3047, 2014.05.17
bullet,3049, 2014.05.17
bullet,3051, 2014.05.17
bullet,3052, 2014.05.17
bullet,3053, 2014.05.17
bullet,3054, 2014.05.17
bullet,3055, 2014.05.17
bullet,3056, 2014.05.17
bullet,3057, 2014.05.17
bullet,3058, 2014.05.17
bullet,3059, 2014.05.17
bullet,3060, 2014.05.17
bullet,3061, 2014.05.17
bullet,3062, 2014.05.17
bullet,3063, 2014.05.17
bullet,3064, 2014.05.17
bullet,3065, 2014.05.17
bullet,3066, 2014.05.17
bullet,3067, 2014.05.17
bullet,3068, 2014.05.17
bullet,3069, 2014.05.17
bullet,3070, 2014.05.17
bullet,3071, 2014.05.17
bullet,3072, 2014.05.17
bullet,3073, 2014.05.17
bullet,3074, 2014.05.17
bullet,3075, 2014.05.17
bullet,3076, 2014.05.17
bullet,3077, 2014.05.17
bullet,3062, 2014.05.17
bullet,3063, 2014.05.17
bullet,3064, 2014.05.17
bullet,3065, 2014.05.17
bullet,3066, 2014.05.17
bullet,3067, 2014.05.17
bullet,3068, 2014.05.17
bullet,3069, 2014.05.17
bullet,3054, 2014.05.17
bullet,3055, 2014.05.17
bullet,3056, 2014.05.17
bullet,3057, 2014.05.17
bullet,3058, 2014.05.17
bullet,3059, 2014.05.17
bullet,3060, 2014.05.17
bullet,3061, 2014.05.17
bullet,3062, 2014.05.17
bullet,3063, 2014.05.17
bullet,3064, 2014.05.17
bullet,3065, 2014.05.17
bullet,3066, 2014.05.17
bullet,3067, 2014.05.17
bullet,3068, 2014.05.17
bullet,3069, 2014.05.17
bullet,3070, 2014.05.17
bullet,3071, 2014.05.17
bullet,3072, 2014.05.17
bullet,3057, 2014.05.17
bullet,3058, 2014.05.17
bullet,3059, 2014.05.17
bullet,3060, 2014.05.17
bullet,3061, 2014.05.17
bullet,3062, 2014.05.17
bullet,3063, 2014.05.17
bullet,3064, 2014.05.17
bullet,3049, 2014.05.17
bullet,3050, 2014.05.17
bullet,3051, 2014.05.17
bullet,3052, 2014.05.17
bullet,3053, 2014.05.17
bullet,3054, 2014.05.17
bullet,3055, 2014.05.17
bullet,3056, 2014.05.17
bullet,3057, 2014.05.17
bullet,3058, 2014.05.17
bullet,3059, 2014.05.17
bullet,3060, 2014.05.17
bullet,3061, 2014.05.17
bullet,3062, 2014.05.17
bullet,3063, 2014.05.17
bullet,3064, 2014.05.17
bullet,3065, 2014.05.17
bullet,3066, 2014.05.17
bullet,3067, 2014.05.17
bullet,3068, 2014.05.17
bullet,3069, 2014.05.17
bullet,3070, 2014.05.17
bullet,3071, 2014.05.17
bullet,3072, 2014.05.17
bullet,3073, 2014.05.17
bullet,3074, 2014.05.17
bullet,3075, 2014.05.17
bullet,3076, 2014.05.17
bullet,3077, 2014.05.17
bullet,3078, 2014.05.17
bullet,3079, 2014.05.17
bullet,3080, 2014.05.17
bullet,3081, 2014.05.17
bullet,3082, 2014.05.17
bullet,3083, 2014.05.17
bullet,3084, 2014.05.17
bullet,3085, 2014.05.17
bullet,3086, 2014.05.17
bullet,3071, 2014.05.17
bullet,3072, 2014.05.17
bullet,3073, 2014.05.17
bullet,3074, 2014.05.17
bullet,3075, 2014.05.17
bullet,3076, 2014.05.17
bullet,3077, 2014.05.17
bullet,3078, 2014.05.17
bullet,3079, 2014.05.17
bullet,3080, 2014.05.17
bullet,3065, 2014.05.17
bullet,3066, 2014.05.17
bullet,3067, 2014.05.17
bullet,3068, 2014.05.17
bullet,3069, 2014.05.17
bullet,3070, 2014.05.17
bullet,3071, 2014.05.17
bullet,3072, 2014.05.17
bullet,3073, 2014.05.17
bullet,3074, 2014.05.17
bullet,3075, 2014.05.17
bullet,3076, 2014.05.17
bullet,3077, 2014.05.17
bullet,3078, 2014.05.17
bullet,3079, 2014.05.17
bullet,3080, 2014.05.17
bullet,3081, 2014.05.17
bullet,3066, 2014.05.17
bullet,3067, 2014.05.17
bullet,3068, 2014.05.17
bullet,3053, 2014.05.17
bullet,3054, 2014.05.17
bullet,3055, 2014.05.17
bullet,3056, 2014.05.17
bullet,3057, 2014.05.17
bullet,3058, 2014.05.17
bullet,3059, 2014.05.17
bullet,3060, 2014.05.17
bullet,3061, 2014.05.17
bullet,3062, 2014.05.17
bullet,3063, 2014.05.17
bullet,3064, 2014.05.17
bullet,3065, 2014.05.17
bullet,3066, 2014.05.17
bullet,3067, 2014.05.17
bullet,3068, 2014.05.17
bullet,3069, 2014.05.17
bullet,3070, 2014.05.17
bullet,3071, 2014.05.17
bullet,3072, 2014.05.17
bullet,3073, 2014.05.17
bullet,3074, 2014.05.17
bullet,3075, 2014.05.17
bullet,3076, 2014.05.17
bullet,3077, 2014.05.17
bullet,3078, 2014.05.17
bullet,3079, 2014.05.17
bullet,3080, 2014.05.17
bullet,3081, 2014.05.17
bullet,3082, 2014.05.17
bullet,3083, 2014.05.17
bullet,3076, 2014.05.17
bullet,3077, 2014.05.17
bullet,3078, 2014.05.17
bullet,3063, 2014.05.17
bullet,3064, 2014.05.17
bullet,3065, 2014.05.17
bullet,3066, 2014.05.17
bullet,3067, 2014.05.17
bullet,3068, 2014.05.17
bullet,3069, 2014.05.17
bullet,3070, 2014.05.17
bullet,3071, 2014.05.17
bullet,3072, 2014.05.17
bullet,3073, 2014.05.17
bullet,3074, 2014.05.17
bullet,3075, 2014.05.17
bullet,3076, 2014.05.17
bullet,3077, 2014.05.17
bullet,3079, 2014.05.17
bullet,3065, 2014.05.17
bullet,3067, 2014.05.17
bullet,3053, 2014.05.17
bullet,3055, 2014.05.17
bullet,3057, 2014.05.17
bullet,3059, 2014.05.17
bullet,3061, 2014.05.17
bullet,3063, 2014.05.17
bullet,3065, 2014.05.17
bullet,3067, 2014.05.17
bullet,3069, 2014.05.17
bullet,3071, 2014.05.17
bullet,3073, 2014.05.17
bullet,3075, 2014.05.17
bullet,3077, 2014.05.17
bullet,3079, 2014.05.17
bullet,3081, 2014.05.17
bullet,3083, 2014.05.17
bullet,3085, 2014.05.17
bullet,3086, 2014.05.17
bullet,3087, 2014.05.17
bullet,3088, 2014.05.17
bullet,3089, 2014.05.17
bullet,3090, 2014.05.17
bullet,3091, 2014.05.17
bullet,3092, 2014.05.17
bullet,3093, 2014.05.17
bullet,3094, 2014.05.17
bullet,3095, 2014.05.17
bullet,3096, 2014.05.17
bullet,3096, 2014.05.17
bullet,3096, 2014.05.17
bullet,3097, 2014.05.17
bullet,3098, 2014.05.17
bullet,3099, 2014.05.17
bullet,3100, 2014.05.17
daily,2032, 2014.03.18
daily,1974, 2014.03.18
daily,1936, 2014.03.18
daily,1905, 2014.03.18
blitz,2761, 2014.05.26
blitz,2766, 2014.05.26
blitz,2771, 2014.05.26
blitz,2776, 2014.05.26
blitz,2780, 2014.05.26
blitz,2784, 2014.05.26
blitz,2766, 2014.05.26
blitz,2770, 2014.05.26
blitz,2774, 2014.05.26
blitz,2778, 2014.05.26
blitz,2782, 2014.05.26
blitz,2786, 2014.05.26
blitz,2789, 2014.05.26
blitz,2792, 2014.05.26
blitz,2795, 2014.05.26
blitz,2779, 2014.05.26
blitz,2782, 2014.05.26
blitz,2776, 2014.05.26
blitz,2779, 2014.05.26
blitz,2782, 2014.05.26
blitz,2785, 2014.05.26
blitz,2786, 2014.05.27
blitz,2787, 2014.05.27
blitz,2788, 2014.05.27
blitz,2789, 2014.05.27
blitz,2790, 2014.05.27
blitz,2791, 2014.05.27
blitz,2792, 2014.05.27
blitz,2793, 2014.05.27
blitz,2794, 2014.05.27
blitz,2795, 2014.05.27
blitz,2796, 2014.05.27
bullet,3100, 2014.05.27
blitz,2797, 2014.05.27
blitz,2798, 2014.05.27
blitz,2799, 2014.05.27
blitz,2800, 2014.05.27
daily,1905, 2014.03.18
blitz,2805, 2014.06.11
blitz,2809, 2014.06.11
blitz,2813, 2014.06.11
blitz,2817, 2014.06.11
blitz,2821, 2014.06.11
blitz,2824, 2014.06.11
blitz,2819, 2014.06.11
blitz,2822, 2014.06.11
blitz,2825, 2014.06.11
blitz,2820, 2014.06.11
blitz,2822, 2014.06.11
blitz,2824, 2014.06.11
blitz,2826, 2014.06.11
blitz,2820, 2014.06.11
blitz,2822, 2014.06.11
blitz,2816, 2014.06.11
bullet,3101, 2014.07.01
bullet,3102, 2014.07.01
bullet,3103, 2014.07.01
bullet,3104, 2014.07.01
bullet,3105, 2014.07.01
blitz,2820, 2014.08.15
blitz,2823, 2014.08.15
blitz,2826, 2014.08.15
blitz,2804, 2014.08.15
blitz,2808, 2014.08.15
blitz,2812, 2014.08.15
blitz,2815, 2014.08.15
blitz,2818, 2014.08.15
blitz,2821, 2014.08.15
blitz,2824, 2014.08.15
blitz,2827, 2014.08.15
blitz,2830, 2014.08.15
blitz,2810, 2014.08.15
blitz,2813, 2014.08.15
bullet,3105, 2014.08.17
bullet,3105, 2014.08.17
bullet,3105, 2014.08.17
bullet,3105, 2014.08.17
bullet,3105, 2014.08.17
bullet,3107, 2014.08.20
bullet,3098, 2014.08.20
bullet,3100, 2014.08.20
bullet,3102, 2014.08.20
bullet,3104, 2014.08.20
bullet,3106, 2014.08.20
bullet,3108, 2014.08.20
bullet,3110, 2014.08.20
bullet,3112, 2014.08.20
bullet,3094, 2014.08.20
bullet,3096, 2014.08.20
bullet,3098, 2014.08.20
bullet,3100, 2014.08.20
bullet,3083, 2014.08.20
bullet,3085, 2014.08.20
bullet,3087, 2014.08.20
bullet,3089, 2014.08.20
bullet,3073, 2014.08.20
bullet,3075, 2014.08.20
bullet,3077, 2014.08.20
bullet,3079, 2014.08.20
bullet,3064, 2014.08.20
bullet,3067, 2014.08.20
bullet,3069, 2014.08.20
bullet,3071, 2014.08.20
bullet,3073, 2014.08.20
bullet,3075, 2014.08.20
bullet,3077, 2014.08.20
bullet,3079, 2014.08.20
bullet,3065, 2014.08.20
bullet,3067, 2014.08.20
bullet,3069, 2014.08.20
bullet,3063, 2014.08.20
bullet,3065, 2014.08.20
bullet,3067, 2014.08.20
bullet,3069, 2014.08.20
bullet,3055, 2014.08.20
bullet,3058, 2014.08.20
bullet,3060, 2014.08.20
bullet,3062, 2014.08.20
bullet,3064, 2014.08.20
bullet,3050, 2014.08.20
bullet,3053, 2014.08.20
bullet,3056, 2014.08.20
bullet,3059, 2014.08.20
bullet,3061, 2014.08.20
bullet,3063, 2014.08.20
bullet,3065, 2014.08.20
bullet,3067, 2014.08.20
bullet,3053, 2014.08.20
bullet,3056, 2014.08.20
bullet,3059, 2014.08.20
bullet,3061, 2014.08.20
bullet,3063, 2014.08.20
bullet,3065, 2014.08.20
bullet,3051, 2014.08.20
bullet,3038, 2014.08.20
bullet,3041, 2014.08.20
bullet,3044, 2014.08.20
bullet,3047, 2014.08.20
bullet,3050, 2014.08.20
bullet,3045, 2014.08.20
bullet,3040, 2014.08.20
bullet,3043, 2014.08.20
bullet,3046, 2014.08.20
bullet,3049, 2014.08.20
bullet,3052, 2014.08.20
bullet,3055, 2014.08.20
bullet,3042, 2014.08.20
bullet,3029, 2014.08.20
bullet,3032, 2014.08.20
bullet,3035, 2014.08.20
bullet,3038, 2014.08.20
bullet,3041, 2014.08.20
bullet,3044, 2014.08.20
bullet,3039, 2014.08.20
bullet,3042, 2014.08.20
bullet,3029, 2014.08.20
bullet,3032, 2014.08.20
bullet,3035, 2014.08.20
bullet,3030, 2014.08.20
bullet,3025, 2014.08.20
bullet,3028, 2014.08.20
bullet,3031, 2014.08.20
bullet,3034, 2014.08.20
bullet,3037, 2014.08.20
bullet,3040, 2014.08.20
bullet,3043, 2014.08.20
bullet,3038, 2014.08.20
bullet,3033, 2014.08.20
bullet,3036, 2014.08.20
bullet,3039, 2014.08.20
bullet,3042, 2014.08.20
bullet,3029, 2014.08.20
bullet,3032, 2014.08.20
bullet,3035, 2014.08.20
bullet,3038, 2014.08.20
bullet,3033, 2014.08.20
bullet,3020, 2014.08.20
bullet,3016, 2014.08.20
bullet,3017, 2014.08.21
bullet,3018, 2014.08.21
bullet,3019, 2014.08.21
bullet,3020, 2014.08.21
bullet,3021, 2014.08.21
bullet,3006, 2014.08.21
bullet,3007, 2014.08.21
bullet,3008, 2014.08.21
bullet,3009, 2014.08.21
bullet,3010, 2014.08.21
bullet,3011, 2014.08.21
bullet,3012, 2014.08.21
bullet,3013, 2014.08.21
bullet,3014, 2014.08.21
bullet,3015, 2014.08.21
bullet,3016, 2014.08.21
bullet,3017, 2014.08.21
bullet,3018, 2014.08.21
bullet,3019, 2014.08.21
bullet,3020, 2014.08.21
bullet,3021, 2014.08.21
bullet,3022, 2014.08.21
